dates,nzd0058-0000,nzd0058-0004,nzd0058-0005,nzd0058-0001,nzd0058-0002,nzd0058-0003,satname
1999-07-25 22:04:15+00:00,,284.41,306.67,,,,L7
1999-09-27 22:04:25+00:00,,292.70000000000005,298.94,225.03,283.77,305.71,L7
2001-03-08 22:01:45+00:00,270.38,,,251.45,295.77,,L7
2001-08-15 22:00:14+00:00,268.995,319.77,,243.575,295.7,312.17,L7
2001-11-03 21:59:47+00:00,267.61,312.985,309.79,235.7,295.63,305.89,L7
2001-12-05 21:59:55+00:00,267.61,312.985,302.685,235.7,295.63,305.89,L7
2002-04-28 22:00:14+00:00,,306.2,299.09666666666664,,,299.61,L7
2002-07-17 21:59:44+00:00,,,291.92,,261.38,303.95,L7
2002-08-18 21:59:33+00:00,,331.99,291.92,256.25,261.38,313.075,L7
2002-09-19 21:59:11+00:00,,331.99,288.20500000000004,256.25,261.38,313.075,L7
2003-08-29 21:48:38+00:00,,279.56,287.64,,,,L5
2004-07-30 21:54:04+00:00,,286.59,299.22,,,,L5
2005-03-27 21:58:27+00:00,215.44,306.16,303.78,,,298.57,L5
2005-07-17 21:59:11+00:00,224.68,312.1,319.53,222.45,281.0,305.345,L5
2007-02-13 22:06:23+00:00,,281.51,301.92,,,,L5
2011-08-19 22:00:12+00:00,,297.92,296.49,,,281.89,L5
2013-09-25 22:13:17+00:00,,313.84,310.55,,285.72,308.68,L8
2014-03-27 22:17:50+00:00,,311.76,290.58,,,308.66,L8
2014-04-12 22:17:37+00:00,,313.13,301.075,,,310.745,L8
2015-01-02 22:11:50+00:00,,309.69,312.95,,,305.9,L8
2016-05-12 22:10:56+00:00,,314.05,311.67,,,300.68,L8
2016-06-13 22:11:30+00:00,,314.05,310.38,,,282.08500000000004,L8
2016-06-29 22:11:15+00:00,,314.44,310.38,,,289.59999999999997,L8
2016-08-16 22:11:53+00:00,,314.4533333333333,311.71,,,293.635,L8
2017-07-02 22:11:12+00:00,,321.82,321.09,,,304.91,L8
2017-08-19 22:11:29+00:00,207.12,327.58500000000004,329.775,255.67,303.09,316.86,L8
2018-01-10 22:11:54+00:00,207.12,336.425,341.365,259.435,306.825,330.28499999999997,L8
2018-06-03 22:10:11+00:00,,328.65999999999997,328.01,263.2,310.56,319.27,L8
2018-08-06 22:10:46+00:00,,318.755,313.72,,281.07,308.115,L8
2018-09-07 22:11:24+00:00,,318.66,313.5566666666667,,283.58,308.6233333333333,L8
2019-02-14 22:11:33+00:00,175.22,325.135,319.90999999999997,253.93,295.42999999999995,316.595,L8
2019-09-26 22:11:45+00:00,,319.43,312.83,,283.23,,L8
2019-11-29 22:11:44+00:00,139.33,320.765,313.375,,283.23,308.19,L8
2020-09-28 22:11:43+00:00,101.97,322.0,316.82,,286.82,315.55,L8
2021-02-19 22:11:51+00:00,97.66,322.0,316.82,,286.82,315.55,L8
2021-10-01 22:11:46+00:00,,322.53,321.46,,264.12,317.05,L8
2021-11-18 22:12:08+00:00,,329.67499999999995,328.53999999999996,261.09,284.03,322.71000000000004,L8
2022-02-14 22:11:37+00:00,68.09,325.9533333333333,324.49,261.09,284.03,317.59,L9
2022-02-22 22:11:50+00:00,68.53,322.4225,324.49,261.09,284.03,314.3775,L8
2022-10-20 22:11:59+00:00,,319.6,321.85,,288.33,313.75,L8
2023-02-01 22:11:53+00:00,,319.6,321.85,,299.22,328.55,L9
2023-03-21 22:11:55+00:00,,317.665,318.095,,299.22,321.8533333333333,L9
2023-05-16 22:11:04+00:00,72.71,315.73,314.34,,310.11,325.905,L8
2023-07-11 22:11:24+00:00,72.71,319.08000000000004,303.395,,310.11,319.09666666666664,L9
2023-08-28 22:11:20+00:00,71.445,320.3066666666667,309.40000000000003,,288.54,310.37333333333333,L9
2023-10-15 22:11:39+00:00,71.445,319.94,310.21333333333337,,288.54,310.6933333333334,L9
2023-11-08 22:11:33+00:00,71.445,319.4825,310.51250000000005,,286.28,311.175,L8
2023-12-18 22:11:45+00:00,70.18,320.17600000000004,308.46000000000004,,286.28,312.672,L9
2024-02-04 22:11:43+00:00,70.18,321.59399999999994,316.506,253.96,290.3666666666667,317.334,L9
2024-04-16 22:10:55+00:00,79.3,323.52666666666664,314.78,253.96,291.28,320.0233333333333,L8
2024-12-28 22:11:50+00:00,117.72,316.97,320.84,,,313.6,L8
2025-01-05 22:11:31+00:00,117.72,318.63,318.735,,,311.75,L9
2025-03-10 22:11:28+00:00,122.125,319.99333333333334,317.99,,,311.51,L9
2025-08-01 22:11:18+00:00,113.48,322.775,319.21500000000003,,283.22,313.67999999999995,L9
2025-11-05 22:11:46+00:00,100.43,323.91499999999996,325.565,,283.22,319.53,L9
